SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SECTOR
AARVEEDEN,Aarvee Denims & Exports Limited,BE,21-NOV-2006,10,1,INE273D01019,10,Consumer Cyclical
ABFRL,Aditya Birla Fashion and Retail Limited,EQ,17-JUL-2013,10,1,INE647O01011,10,Consumer Cyclical
ABLBL,Aditya Birla Lifestyle Brands Limited,EQ,23-JUN-2025,10,1,INE14LE01019,10,Consumer Cyclical
ADL,Archidply Decor Limited,BE,01-OCT-2020,10,1,INE0CHO01012,10,Consumer Cyclical
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ,25-JUN-2007,2,1,INE199C01026,2,Consumer Cyclical
AGI,AGI Greenpac Limited,EQ,31-MAY-2000,2,1,INE415A01038,2,Consumer Cyclical
AHLEAST,Asian Hotels (East) Limited,EQ,11-AUG-2010,10,1,INE926K01017,10,Consumer Cyclical
AIROLAM,Airo Lam limited,EQ,13-OCT-2021,10,1,INE801L01010,10,Consumer Cyclical
AKI,AKI India Limited,BE,06-APR-2023,2,1,INE642Z01026,2,Consumer Cyclical
AKSHAR,Akshar Spintex Limited,BE,23-MAY-2022,1,1,INE256Z01025,1,Consumer Cyclical
ALOKINDS,Alok Industries Limited,EQ,19-FEB-2020,1,1,INE270A01029,1,Consumer Cyclical
ALPSINDUS,Alps Industries Limited,BE,24-APR-1996,10,1,INE093B01015,10,Consumer Cyclical
AMBER,Amber Enterprises India Limited,EQ,30-JAN-2018,10,1,INE371P01015,10,Consumer Cyclical
AMBIKCO,Ambika Cotton Mills Limited,EQ,29-JAN-2008,10,1,INE540G01014,10,Consumer Cyclical
AMDIND,AMD Industries Limited,EQ,19-MAR-2007,10,1,INE005I01014,10,Consumer Cyclical
ANTGRAPHIC,Antarctica Limited,EQ,31-DEC-1997,1,1,INE414B01021,1,Consumer Cyclical
APOLLOTYRE,Apollo Tyres Limited,EQ,31-MAY-1995,1,1,INE438A01022,1,Consumer Cyclical
ARCHIES,Archies Limited,BE,02-SEP-1998,2,1,INE731A01020,2,Consumer Cyclical
ARROWGREEN,Arrow Greentech Limited,EQ,21-MAY-2015,10,1,INE570D01018,10,Consumer Cyclical
ARVIND,Arvind Limited,EQ,08-FEB-1995,10,1,INE034A01011,10,Consumer Cyclical
ARVINDFASN,Arvind Fashions Limited,EQ,08-MAR-2019,4,1,INE955V01021,4,Consumer Cyclical
ASAHIINDIA,Asahi India Glass Limited,EQ,18-MAR-1998,1,1,INE439A01020,1,Consumer Cyclical
ASAL,Automotive Stampings and Assemblies Limited,EQ,12-MAR-2002,10,1,INE900C01027,10,Consumer Cyclical
ASHIMASYN,Ashima Limited,BE,27-JUL-1995,10,1,INE440A01010,10,Consumer Cyclical
ASIANHOTNR,Asian Hotels (North) Limited,EQ,07-APR-2010,10,1,INE363A01022,10,Consumer Cyclical
ASKAUTOLTD,ASK Automotive Limited,EQ,15-NOV-2023,2,1,INE491J01022,2,Consumer Cyclical
ATHERENERG,Ather Energy Limited,EQ,06-MAY-2025,1,1,INE0LEZ01016,1,Consumer Cyclical
ATLASCYCLE,Atlas Cycles (Haryana) Limited,BE,23-OCT-1996,5,1,INE446A01025,5,Consumer Cyclical
ATULAUTO,Atul Auto Limited,EQ,26-JUN-2013,5,1,INE951D01028,5,Consumer Cyclical
AUTOAXLES,Automotive Axles Limited,EQ,29-MAY-2003,10,1,INE449A01011,10,Consumer Cyclical
AUTOIND,Autoline Industries Limited,EQ,31-JAN-2007,10,1,INE718H01014,10,Consumer Cyclical
AVL,Aditya Vision Limited,EQ,06-NOV-2024,1,1,INE679V01027,1,Consumer Cyclical
AVROIND,AVRO INDIA LIMITED,EQ,07-APR-2022,10,1,INE652Z01017,10,Consumer Cyclical
AXITA,Axita Cotton Limited,EQ,21-JUN-2022,1,1,INE02EZ01022,1,Consumer Cyclical
AYMSYNTEX,AYM Syntex Limited,EQ,14-AUG-2015,10,1,INE193B01039,10,Consumer Cyclical
BAJAJ-AUTO,Bajaj Auto Limited,EQ,26-MAY-2008,10,1,INE917I01010,10,Consumer Cyclical
BAJAJELEC,Bajaj Electricals Limited,EQ,02-NOV-2007,2,1,INE193E01025,2,Consumer Cyclical
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,EQ,12-SEP-2024,10,1,INE0S2G01011,10,Consumer Cyclical
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,28-JUL-2015,10,1,INE875R01011,10,Consumer Cyclical
BALKRISIND,Balkrishna Industries Limited,EQ,27-JAN-2006,2,1,INE787D01026,2,Consumer Cyclical
BANARBEADS,Banaras Beads Limited,EQ,07-JUL-1995,10,1,INE655B01011,10,Consumer Cyclical
BANCOINDIA,Banco Products (I) Limited,EQ,22-DEC-2006,2,1,INE213C01025,2,Consumer Cyclical
BANG,Bang Overseas Limited,EQ,20-FEB-2008,10,1,INE863I01016,10,Consumer Cyclical
BANSWRAS,Banswara Syntex Limited,EQ,11-APR-2007,5,1,INE629D01020,5,Consumer Cyclical
BARBEQUE,Barbeque Nation Hospitality Limited,EQ,07-APR-2021,5,1,INE382M01027,5,Consumer Cyclical
BASML,Bannari Amman Spinning Mills Limited,EQ,14-NOV-2005,5,1,INE186H01022,5,Consumer Cyclical
BATAINDIA,Bata India Limited,EQ,18-JUN-2003,5,1,INE176A01028,5,Consumer Cyclical
BBTCL,B&B Triplewall Containers Limited,EQ,23-NOV-2022,10,1,INE01EE01011,10,Consumer Cyclical
BCONCEPTS,Brand Concepts Limited,EQ,11-JAN-2022,10,1,INE977Y01011,10,Consumer Cyclical
BELLACASA,Bella Casa Fashion & Retail Limited,EQ,18-JUL-2025,10,1,INE344T01014,10,Consumer Cyclical
BELRISE,Belrise Industries Limited,EQ,28-MAY-2025,5,1,INE894V01022,5,Consumer Cyclical
BHANDARI,Bhandari Hosiery Exports Limited,EQ,30-JAN-2017,1,1,INE474E01029,1,Consumer Cyclical
BHARATFORG,Bharat Forge Limited,EQ,04-APR-2003,2,1,INE465A01025,2,Consumer Cyclical
BHARATGEAR,Bharat Gears Limited,EQ,03-APR-1996,10,1,INE561C01019,10,Consumer Cyclical
BHARATSE,Bharat Seats Limited,BE,24-MAR-2025,2,1,INE415D01024,2,Consumer Cyclical
BIL,Bhartiya International Limited,EQ,12-APR-2000,10,1,INE828A01016,10,Consumer Cyclical
BLUECOAST,Blue Coast Hotels Limited,BE,16-FEB-2000,10,1,INE472B01011,10,Consumer Cyclical
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-APR-1995,2,1,INE032A01023,2,Consumer Cyclical
BORANA,Borana Weaves Limited,EQ,27-MAY-2025,10,1,INE16SF01016,10,Consumer Cyclical
BOROLTD,Borosil Limited,EQ,22-JUL-2020,1,1,INE02PY01013,1,Consumer Cyclical
BOROSCI,Borosil Scientific Limited,EQ,07-JUN-2024,1,1,INE02L001032,1,Consumer Cyclical
BOSCHLTD,Bosch Limited,EQ,12-MAY-2003,10,1,INE323A01026,10,Consumer Cyclical
BRIGHOTEL,Brigade Hotel Ventures Limited,EQ,31-JUL-2025,10,1,INE03NU01014,10,Consumer Cyclical
BSL,BSL Limited,BE,27-JUL-1995,10,1,INE594B01012,10,Consumer Cyclical
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,28-APR-2014,10,1,INE295F01017,10,Consumer Cyclical
BYKE,The Byke Hospitality Ltd,BE,15-APR-2015,10,1,INE319B01014,10,Consumer Cyclical
CAMPUS,Campus Activewear Limited,EQ,09-MAY-2022,5,1,INE278Y01022,5,Consumer Cyclical
CANTABIL,Cantabil Retail India Limited,EQ,12-OCT-2010,2,1,INE068L01024,2,Consumer Cyclical
CARRARO,Carraro India Limited,EQ,30-DEC-2024,10,1,INE0V7W01012,10,Consumer Cyclical
CARTRADE,Cartrade Tech Limited,EQ,20-AUG-2021,10,1,INE290S01011,10,Consumer Cyclical
CARYSIL,CARYSIL LIMITED,EQ,14-JAN-2021,2,1,INE482D01024,2,Consumer Cyclical
CCHHL,Country Club Hospitality & Holidays Limited,EQ,03-FEB-2015,2,1,INE652F01027,2,Consumer Cyclical
CEATLTD,CEAT Limited,EQ,01-FEB-2008,10,1,INE482A01020,10,Consumer Cyclical
CELEBRITY,Celebrity Fashions Limited,EQ,12-JAN-2006,10,1,INE185H01016,10,Consumer Cyclical
CELLO,Cello World Limited,EQ,06-NOV-2023,5,1,INE0LMW01024,5,Consumer Cyclical
CENTENKA,Century Enka Limited,EQ,10-MAY-1995,10,1,INE485A01015,10,Consumer Cyclical
CHALET,Chalet Hotels Limited,EQ,07-FEB-2019,10,1,INE427F01016,10,Consumer Cyclical
CHEVIOT,Cheviot Company Limited,EQ,20-JUN-2022,10,1,INE974B01016,10,Consumer Cyclical
CIEINDIA,CIE Automotive India Limited,EQ,30-AUG-2007,10,1,INE536H01010,10,Consumer Cyclical
COFFEEDAY,Coffee Day Enterprises Limited,EQ,02-NOV-2015,10,1,INE335K01011,10,Consumer Cyclical
COMSYN,Commercial Syn Bags Limited,EQ,23-JAN-2024,10,1,INE073V01015,10,Consumer Cyclical
COSMOFIRST,COSMO FIRST LIMITED,EQ,25-MAY-1995,10,1,INE757A01017,10,Consumer Cyclical
CRAFTSMAN,Craftsman Automation Limited,EQ,25-MAR-2021,5,1,INE00LO01017,5,Consumer Cyclical
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,13-MAY-2016,2,1,INE299U01018,2,Consumer Cyclical
DAMODARIND,Damodar Industries Limited,EQ,04-JUL-2016,5,1,INE497D01022,5,Consumer Cyclical
DANGEE,Dangee Dums Limited,BE,13-NOV-2020,1,1,INE688Y01022,1,Consumer Cyclical
DCMNVL,DCM Nouvelle Limited,EQ,16-JUL-2019,10,1,INE08KP01019,10,Consumer Cyclical
DELTACORP,Delta Corp Limited,EQ,02-NOV-2007,1,1,INE124G01033,1,Consumer Cyclical
DEVYANI,Devyani International Limited,EQ,16-AUG-2021,1,1,INE872J01023,1,Consumer Cyclical
DIGIDRIVE,Digidrive Distributors Limited,EQ,10-JAN-2024,10,1,INE0PSC01024,10,Consumer Cyclical
DIGJAMLMTD,Digjam Limited,BE,18-OCT-2021,10,1,INE731U01028,10,Consumer Cyclical
DIVGIITTS,Divgi Torqtransfer Systems Limited,EQ,14-MAR-2023,5,1,INE753U01022,5,Consumer Cyclical
DOLLAR,Dollar Industries Limited,EQ,21-APR-2017,2,1,INE325C01035,2,Consumer Cyclical
DONEAR,Donear Industries Limited,EQ,20-DEC-2006,2,1,INE668D01028,2,Consumer Cyclical
DPABHUSHAN,D. P. Abhushan Limited,EQ,03-NOV-2020,10,1,INE266Y01019,10,Consumer Cyclical
DYNAMATECH,Dynamatic Technologies Limited,EQ,14-SEP-2006,10,1,INE221B01012,10,Consumer Cyclical
EASEMYTRIP,Easy Trip Planners Limited,EQ,19-MAR-2021,1,1,INE07O001026,1,Consumer Cyclical
EICHERMOT,Eicher Motors Limited,EQ,07-SEP-2004,1,1,INE066A01021,1,Consumer Cyclical
EIHAHOTELS,EIH Associated Hotels Limited,EQ,08-APR-2008,10,1,INE276C01014,10,Consumer Cyclical
EIHOTEL,EIH Limited,EQ,08-FEB-1995,2,1,INE230A01023,2,Consumer Cyclical
ELGIRUBCO,Elgi Rubber Company Limited,BE,10-AUG-2011,1,1,INE819L01012,1,Consumer Cyclical
EMIL,Electronics Mart India Limited,EQ,17-OCT-2022,10,1,INE02YR01019,10,Consumer Cyclical
EMMBI,Emmbi Industries Limited,EQ,24-FEB-2010,10,1,INE753K01015,10,Consumer Cyclical
ENDURANCE,Endurance Technologies Limited,EQ,19-OCT-2016,10,1,INE913H01037,10,Consumer Cyclical
EPACK,EPACK Durable Limited,EQ,30-JAN-2024,10,1,INE0G5901015,10,Consumer Cyclical
EPL,EPL Limited,EQ,11-FEB-2002,2,1,INE255A01020,2,Consumer Cyclical
ETERNAL,ETERNAL LIMITED,EQ,23-JUL-2021,1,1,INE758T01015,1,Consumer Cyclical
ETHOSLTD,Ethos Limited,EQ,30-MAY-2022,10,1,INE04TZ01018,10,Consumer Cyclical
EUREKAFORB,Eureka Forbes Limited,EQ,11-SEP-2024,10,1,INE0KCE01017,10,Consumer Cyclical
EXIDEIND,Exide Industries Limited,EQ,17-JUN-2003,1,1,INE302A01020,1,Consumer Cyclical
FAZE3Q,Faze Three Limited,EQ,18-NOV-2022,10,1,INE963C01033,10,Consumer Cyclical
FEL,Future Enterprises Limited,BZ,05-NOV-2001,2,1,INE623B01027,2,Consumer Cyclical
FELDVR,Future Enterprises Limited,BZ,13-FEB-2009,2,1,IN9623B01058,2,Consumer Cyclical
FIBERWEB,Fiberweb (India) Limited,EQ,16-FEB-2022,10,1,INE296C01020,10,Consumer Cyclical
FIEMIND,Fiem Industries Limited,EQ,19-OCT-2006,10,1,INE737H01014,10,Consumer Cyclical
FILATEX,Filatex India Limited,EQ,29-AUG-2011,1,1,INE816B01035,1,Consumer Cyclical
FILATFASH,Filatex Fashions Limited,EQ,06-MAY-2024,1,1,INE185E01021,1,Consumer Cyclical
FIRSTCRY,Brainbees Solutions Limited,EQ,13-AUG-2024,2,1,INE02RE01045,2,Consumer Cyclical
FLEXITUFF,Flexituff Ventures International Limited,BE,19-OCT-2011,10,1,INE060J01017,10,Consumer Cyclical
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,08-FEB-1995,10,1,INE529A01010,10,Consumer Cyclical
FOCUS,Focus Lighting and Fixtures Limited,BE,24-NOV-2021,2,1,INE593W01028,2,Consumer Cyclical
FORCEMOT,FORCE MOTORS LTD,EQ,14-FEB-2024,10,1,INE451A01017,10,Consumer Cyclical
GABRIEL,Gabriel India Limited,EQ,20-APR-2005,1,1,INE524A01029,1,Consumer Cyclical
GANECOS,Ganesha Ecosphere Limited,EQ,09-MAR-2015,10,1,INE845D01014,10,Consumer Cyclical
GARFIBRES,Garware Technical Fibres Limited,EQ,03-APR-2007,10,1,INE276A01018,10,Consumer Cyclical
GHCLTEXTIL,GHCL Textiles Limited,EQ,12-JUN-2023,2,1,INE0PA801013,2,Consumer Cyclical
GINNIFILA,Ginni Filaments Limited,BE,10-MAY-1995,10,1,INE424C01010,10,Consumer Cyclical
GLOBALE,Globale Tessile Limited,BE,27-AUG-2024,10,1,INE0URU01010,10,Consumer Cyclical
GLOBE,Globe Textiles (India) Limited,EQ,07-OCT-2020,2,1,INE581X01021,2,Consumer Cyclical
GLOSTERLTD,Gloster Limited,EQ,26-APR-2024,10,1,INE350Z01018,10,Consumer Cyclical
GNA,GNA Axles Limited,EQ,26-SEP-2016,10,1,INE934S01014,10,Consumer Cyclical
GOCOLORS,Go Fashion (India) Limited,EQ,30-NOV-2021,10,1,INE0BJS01011,10,Consumer Cyclical
GOENKA,Goenka Diamond and Jewels Limited,BZ,16-APR-2010,1,1,INE516K01024,1,Consumer Cyclical
GOKEX,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5,Consumer Cyclical
GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,2,1,INE025B01025,2,Consumer Cyclical
GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,1,1,INE544R01021,1,Consumer Cyclical
GRPLTD,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10,Consumer Cyclical
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BE,16-FEB-2000,2,1,INE293B01029,2,Consumer Cyclical
HEADSUP,Heads UP Ventures Limited,EQ,14-DEC-2016,10,1,INE759V01019,10,Consumer Cyclical
HEROMOTOCO,Hero MotoCorp Limited,EQ,11-APR-2003,2,1,INE158A01026,2,Consumer Cyclical
HIMATSEIDE,Himatsingka Seide Limited,EQ,08-FEB-1995,5,1,INE049A01027,5,Consumer Cyclical
HINDCOMPOS,Hindustan Composites Limited,EQ,08-MAY-1996,5,1,INE310C01029,5,Consumer Cyclical
HINDMOTORS,Hindustan Motors Limited,BE,21-FEB-2011,5,1,INE253A01025,5,Consumer Cyclical
HINDNATGLS,Hindusthan National Glass & Industries Limited,BE,15-APR-2009,2,1,INE952A01022,2,Consumer Cyclical
HINDWAREAP,Hindware Home Innovation Limited,EQ,26-DEC-2019,2,1,INE05AN01011,2,Consumer Cyclical
HITECHCORP,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,INE120D01012,10,Consumer Cyclical
HITECHGEAR,The Hi-Tech Gears Limited,BE,21-JAN-2002,10,1,INE127B01011,10,Consumer Cyclical
HLVLTD,HLV LIMITED,EQ,19-JUL-1995,2,1,INE102A01024,2,Consumer Cyclical
HUHTAMAKI,Huhtamaki India Limited,EQ,01-OCT-2004,2,1,INE275B01026,2,Consumer Cyclical
HYUNDAI,Hyundai Motor India Limited,EQ,22-OCT-2024,10,1,INE0V6F01027,10,Consumer Cyclical
ICIL,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,INE483B01026,2,Consumer Cyclical
